Date,PG,KO,PEP,WMT,COST,MO,PM,MDLZ,KMB,CL,GIS,HSY,SYY,KR,TAP,STZ,EL,CPB,CHD
2015-04-20,61.384151458740234,28.975833892822266,69.83013916015625,21.29183578491211,122.12352752685547,26.6448974609375,50.30604553222656,29.371938705444336,74.57334899902344,53.225990295410156,39.107460021972656,75.9276351928711,28.394140243530273,28.895593643188477,58.438236236572266,99.69882202148438,71.9714584350586,33.35539245605469,36.53220748901367
2015-04-21,61.539695739746094,29.061363220214844,70.03276824951172,21.261871337890625,122.98320770263672,26.376569747924805,49.75553894042969,29.006681442260742,78.59514617919922,53.95308303833008,38.87190246582031,75.78074645996094,28.622512817382812,29.11855125427246,58.3997802734375,100.4094009399414,72.13713073730469,33.10378646850586,36.43252182006836
2015-04-22,61.54710388183594,29.43905258178711,70.39458465576172,21.370866775512695,122.68276977539062,26.386699676513672,49.54242706298828,29.244895935058594,77.6921615600586,54.16415786743164,38.941184997558594,76.0204086303711,28.64535140991211,28.534807205200195,58.092132568359375,99.2964859008789,71.86680603027344,33.14693069458008,36.293846130371094
2015-04-23,60.44422912597656,29.1825008392334,69.27295684814453,21.575225830078125,122.94989776611328,26.503137588500977,49.45954132080078,29.229021072387695,77.58797454833984,54.11726379394531,38.99660873413086,73.39183807373047,28.888940811157227,28.75370216369629,57.77678680419922,99.3050537109375,71.8929672241211,33.118167877197266,36.328514099121094
2015-04-24,60.481563568115234,29.139741897583008,68.86772155761719,21.755067825317383,123.63427734375,26.361373901367188,48.9859504699707,29.236953735351562,77.54629516601562,54.078147888183594,39.058963775634766,73.159912109375,28.873720169067383,29.06585693359375,57.78447723388672,98.99688720703125,71.72732543945312,32.93125534057617,36.38051986694336
2015-04-27,60.18288803100586,29.096988677978516,68.37566375732422,21.626998901367188,122.66606903076172,26.02219009399414,48.59525680541992,29.22107696533203,77.46292877197266,53.92962646484375,38.83036422729492,72.44863891601562,28.751911163330078,28.59966278076172,57.37684631347656,99.61322784423828,72.52075958251953,32.78030776977539,36.185508728027344
2015-04-28,60.048484802246094,29.05422592163086,68.32501220703125,21.55342674255371,122.37386322021484,26.17913055419922,49.06290054321289,29.22107696533203,77.7477035522461,53.765438079833984,38.86498260498047,72.17804718017578,28.713865280151367,28.14158058166504,57.45375442504883,100.26386260986328,72.3289566040039,32.686851501464844,36.19416809082031
2015-04-29,59.62289047241211,28.854684829711914,68.29606628417969,21.220993041992188,120.90919494628906,25.414663314819336,48.97412109375,30.729766845703125,76.90725708007812,53.56216812133789,38.49781036376953,70.63955688476562,28.493093490600586,27.886192321777344,56.969200134277344,99.52763366699219,71.88426208496094,32.30585861206055,35.7998161315918
2015-04-30,59.369022369384766,28.904571533203125,68.83154296875,21.267318725585938,119.72904968261719,25.33872413635254,49.412174224853516,30.467748641967773,76.19180297851562,52.60054016113281,38.33847427368164,71.06475830078125,28.1885986328125,27.934839248657227,56.53849411010742,99.25367736816406,70.88150024414062,32.140506744384766,35.17578125
2015-05-01,59.95142364501953,29.154001235961914,69.14994049072266,21.41718864440918,121.68760681152344,25.647552490234375,49.36482238769531,30.690065383911133,77.12952423095703,52.91325378417969,38.58787155151367,72.36359405517578,28.28755760192871,28.42939567565918,56.946136474609375,100.32379150390625,72.17198944091797,32.74435043334961,35.505126953125
2015-05-04,59.99622344970703,29.18963623046875,69.43215942382812,21.575225830078125,121.9889144897461,25.657672882080078,49.25825500488281,30.666242599487305,76.7127456665039,53.05398941040039,38.69179916381836,72.85836029052734,27.9145565032959,28.380752563476562,56.64617919921875,100.43505859375,72.84342193603516,32.880943298339844,35.6697998046875
